target,candidate_id,outer_seed,outer_fold,best_objective,threshold,inner_precision,inner_recall,inner_f1,best_params,all_trials
ANY,record|engineered|elastic,20260824,0,0.43448172217856884,0.8331380036567883,0.643652561247216,0.3676844783715014,0.46801619433198394,"{""C"": 0.3141496575837767, ""l1_ratio"": 0.31971691575490324}","[{""trial"":0,""objective"":0.3979829848,""pr_auc_w"":0.3471785256,""inner_precision"":0.4279237023,""inner_recall"":0.4974554707,""inner_f1"":0.4600773239,""params"":""{\""C\"": 0.02444104034799468, \""l1_ratio\"": 0.15165910187752096}""},{""trial"":1,""objective"":0.3800740303,""pr_auc_w"":0.3413801375,""inner_precision"":0.3268823416,""inner_recall"":0.6170483461,""inner_f1"":0.427366566,""params"":""{\""C\"": 0.5348997046470697, \""l1_ratio\"": 0.2707025916816034}""},{""trial"":2,""objective"":0.3578043847,""pr_auc_w"":0.3355247297,""inner_precision"":0.4969818913,""inner_recall"":0.3142493639,""inner_f1"":0.385035074,""params"":""{\""C\"": 0.17848493336529223, \""l1_ratio\"": 0.5100702209730764}""},{""trial"":3,""objective"":0.3929607088,""pr_auc_w"":0.34128151,""inner_precision"":0.3951011715,""inner_recall"":0.5394402036,""inner_f1"":0.456124174,""params"":""{\""C\"": 0.48835721228318324, \""l1_ratio\"": 0.9954935884259661}""},{""trial"":4,""objective"":0.2934498242,""pr_auc_w"":0.2546489842,""inner_precision"":0.2823389021,""inner_recall"":0.4300254453,""inner_f1"":0.340873073,""params"":""{\""C\"": 0.31197585840155273, \""l1_ratio\"": 0.10128100493224867}""},{""trial"":5,""objective"":0.3276191819,""pr_auc_w"":0.2849827404,""inner_precision"":0.3432178509,""inner_recall"":0.4249363868,""inner_f1"":0.3797303882,""params"":""{\""C\"": 0.8218843076906371, \""l1_ratio\"": 0.07535616598283923}""},{""trial"":6,""objective"":0.4344817222,""pr_auc_w"":0.3852689161,""inner_precision"":0.450500224,""inner_recall"":0.548346056,""inner_f1"":0.4946307074,""params"":""{\""C\"": 0.3141496575837767, \""l1_ratio\"": 0.31971691575490324}""},{""trial"":7,""objective"":0.3395638335,""pr_auc_w"":0.3043169224,""inner_precision"":0.4240548309,""inner_recall"":0.3486005089,""inner_f1"":0.3826433915,""params"":""{\""C\"": 0.05476300257791744, \""l1_ratio\"": 0.017876512156972724}""},{""trial"":8,""objective"":0.3839989419,""pr_auc_w"":0.3439762596,""inner_precision"":0.4978733459,""inner_recall"":0.3829516539,""inner_f1"":0.4329155537,""params"":""{\""C\"": 0.2669075563653157, \""l1_ratio\"": 0.38906136821405723}""},{""trial"":9,""objective"":0.2919417559,""pr_auc_w"":0.2652221799,""inner_precision"":0.2289939503,""inner_recall"":0.5572519084,""inner_f1"":0.3245990154,""params"":""{\""C\"": 0.32959257431750577, \""l1_ratio\"": 0.35284773292719984}""}]"
ANY,record|engineered|elastic,20260824,1,0.41887714594287345,0.8883900059770106,0.5849514563106796,0.33379501385041527,0.4250440917107582,"{""C"": 1.1238114738035287, ""l1_ratio"": 0.46829051869641547}","[{""trial"":0,""objective"":0.40678906,""pr_auc_w"":0.3866752963,""inner_precision"":0.4735099338,""inner_recall"":0.3961218837,""inner_f1"":0.431372549,""params"":""{\""C\"": 0.011373791076793578, \""l1_ratio\"": 0.5027241610775213}""},{""trial"":1,""objective"":0.3522169851,""pr_auc_w"":0.315148818,""inner_precision"":0.334914611,""inner_recall"":0.4889196676,""inner_f1"":0.3975225225,""params"":""{\""C\"": 0.1998707720415515, \""l1_ratio\"": 0.9316638900143265}""},{""trial"":2,""objective"":0.4188771459,""pr_auc_w"":0.382806932,""inner_precision"":0.5226480836,""inner_recall"":0.4155124654,""inner_f1"":0.462962963,""params"":""{\""C\"": 1.1238114738035287, \""l1_ratio\"": 0.46829051869641547}""},{""trial"":3,""objective"":0.3568028985,""pr_auc_w"":0.2975797684,""inner_precision"":0.3743922204,""inner_recall"":0.5027700831,""inner_f1"":0.4291867241,""params"":""{\""C\"": 0.0621585385533397, \""l1_ratio\"": 0.5603458685244602}""},{""trial"":4,""objective"":0.3288801017,""pr_auc_w"":0.2470805213,""inner_precision"":0.3827870126,""inner_recall"":0.487534626,""inner_f1"":0.4288573666,""params"":""{\""C\"": 0.008044183598885316, \""l1_ratio\"": 0.48931021865898616}""},{""trial"":5,""objective"":0.4047037363,""pr_auc_w"":0.3698110853,""inner_precision"":0.4445964432,""inner_recall"":0.4501385042,""inner_f1"":0.4473503097,""params"":""{\""C\"": 0.2944120351959974, \""l1_ratio\"": 0.6156973772684065}""},{""trial"":6,""objective"":0.3597124231,""pr_auc_w"":0.3246247126,""inner_precision"":0.3789731051,""inner_recall"":0.4293628809,""inner_f1"":0.4025974026,""params"":""{\""C\"": 0.02827962799665994, \""l1_ratio\"": 0.6950144587032979}""},{""trial"":7,""objective"":0.3696571337,""pr_auc_w"":0.3479679515,""inner_precision"":0.3677342823,""inner_recall"":0.4293628809,""inner_f1"":0.3961661342,""params"":""{\""C\"": 0.015755721629500872, \""l1_ratio\"": 0.20107635588917672}""},{""trial"":8,""objective"":0.4175169467,""pr_auc_w"":0.400414588,""inner_precision"":0.4973637961,""inner_recall"":0.391966759,""inner_f1"":0.4384198296,""params"":""{\""C\"": 0.021051218938884432, \""l1_ratio\"": 0.4582962486161455}""},{""trial"":9,""objective"":0.3090216379,""pr_auc_w"":0.2636007286,""inner_precision"":0.2595419847,""inner_recall"":0.6121883657,""inner_f1"":0.3645360825,""params"":""{\""C\"": 1.4086472893766178, \""l1_ratio\"": 0.47737043681192226}""}]"
ANY,record|engineered|elastic,20260824,2,0.4226947694354808,0.7807073174978093,0.6204013377926422,0.3446033810143042,0.44309088737608976,"{""C"": 0.2414615144478529, ""l1_ratio"": 0.21260875336215357}","[{""trial"":0,""objective"":0.2578671378,""pr_auc_w"":0.22410114,""inner_precision"":0.2441000352,""inner_recall"":0.3862158648,""inner_f1"":0.2991366906,""params"":""{\""C\"": 5.670241845727474, \""l1_ratio\"": 0.6406383163249926}""},{""trial"":1,""objective"":0.3845710782,""pr_auc_w"":0.34429723,""inner_precision"":0.4884856943,""inner_recall"":0.3901170351,""inner_f1"":0.4337946705,""params"":""{\""C\"": 1.6469102076399165, \""l1_ratio\"": 0.9712629491841673}""},{""trial"":2,""objective"":0.2825993682,""pr_auc_w"":0.2503850335,""inner_precision"":0.3639344262,""inner_recall"":0.288686606,""inner_f1"":0.3219724438,""params"":""{\""C\"": 2.0312018741937217, \""l1_ratio\"": 0.37882609610984486}""},{""trial"":3,""objective"":0.3767097725,""pr_auc_w"":0.3480092218,""inner_precision"":0.2972950684,""inner_recall"":0.6697009103,""inner_f1"":0.4117882232,""params"":""{\""C\"": 0.16717358734398843, \""l1_ratio\"": 0.47488421757218735}""},{""trial"":4,""objective"":0.4226947694,""pr_auc_w"":0.4211675234,""inner_precision"":0.6522911051,""inner_recall"":0.3146944083,""inner_f1"":0.4245614035,""params"":""{\""C\"": 0.2414615144478529, \""l1_ratio\"": 0.21260875336215357}""},{""trial"":5,""objective"":0.383325248,""pr_auc_w"":0.3734548653,""inner_precision"":0.4093892978,""inner_recall"":0.3823146944,""inner_f1"":0.395389049,""params"":""{\""C\"": 19.993982978418373, \""l1_ratio\"": 0.4140215396757223}""},{""trial"":6,""objective"":0.3110076242,""pr_auc_w"":0.3014672244,""inner_precision"":0.3142052456,""inner_recall"":0.3315994798,""inner_f1"":0.3226681128,""params"":""{\""C\"": 3.9302104560607622, \""l1_ratio\"": 0.7233121677477207}""},{""trial"":7,""objective"":0.3225607319,""pr_auc_w"":0.2879359972,""inner_precision"":0.3630678683,""inner_recall"":0.366710013,""inner_f1"":0.3648798521,""params"":""{\""C\"": 2.0955121190724952, \""l1_ratio\"": 0.01793474887121349}""},{""trial"":8,""objective"":0.3696200059,""pr_auc_w"":0.3730183711,""inner_precision"":0.3266052362,""inner_recall"":0.4148244473,""inner_f1"":0.3654664484,""params"":""{\""C\"": 5.966853428130973, \""l1_ratio\"": 0.1358068044601053}""},{""trial"":9,""objective"":0.3949231737,""pr_auc_w"":0.3505936688,""inner_precision"":0.5153994225,""inner_recall"":0.3979193758,""inner_f1"":0.4491036796,""params"":""{\""C\"": 2.803582975575952, \""l1_ratio\"": 0.5822788652371963}""}]"
ANY,record|engineered|elastic,20260824,3,0.5087891649011497,0.6143022979294034,0.4684982441644288,0.42687747035573115,0.44672050423478427,"{""C"": 0.06051695767735713, ""l1_ratio"": 0.47375871040108275}","[{""trial"":0,""objective"":0.3859102354,""pr_auc_w"":0.3590916995,""inner_precision"":0.4014972646,""inner_recall"":0.4374176548,""inner_f1"":0.4186884458,""params"":""{\""C\"": 4.060190051975926, \""l1_ratio\"": 0.28420017314563795}""},{""trial"":1,""objective"":0.4553964408,""pr_auc_w"":0.4352071904,""inner_precision"":0.3997495304,""inner_recall"":0.6007905138,""inner_f1"":0.4800721913,""params"":""{\""C\"": 0.024553615244017106, \""l1_ratio\"": 0.6467060115661291}""},{""trial"":2,""objective"":0.3645270621,""pr_auc_w"":0.3211165757,""inner_precision"":0.3871382637,""inner_recall"":0.4532279315,""inner_f1"":0.4175843232,""params"":""{\""C\"": 3.6868925475522283, \""l1_ratio\"": 0.8095886009152312}""},{""trial"":3,""objective"":0.1555798907,""pr_auc_w"":0.1127122326,""inner_precision"":0.1160550459,""inner_recall"":1.0,""inner_f1"":0.207973695,""params"":""{\""C\"": 0.008213778262749735, \""l1_ratio\"": 0.8923957348592076}""},{""trial"":4,""objective"":0.3982842508,""pr_auc_w"":0.3664416484,""inner_precision"":0.5480851064,""inner_recall"":0.3636363636,""inner_f1"":0.4372029871,""params"":""{\""C\"": 0.7134055431204438, \""l1_ratio\"": 0.8858694320249312}""},{""trial"":5,""objective"":0.3881314217,""pr_auc_w"":0.3602162664,""inner_precision"":0.3460428193,""inner_recall"":0.5415019763,""inner_f1"":0.422249945,""params"":""{\""C\"": 0.010503633424552255, \""l1_ratio\"": 0.6742566502698211}""},{""trial"":6,""objective"":0.5087891649,""pr_auc_w"":0.4743109982,""inner_precision"":0.5835789474,""inner_recall"":0.5217391304,""inner_f1"":0.5509291464,""params"":""{\""C\"": 0.06051695767735713, \""l1_ratio\"": 0.47375871040108275}""},{""trial"":7,""objective"":0.4244745608,""pr_auc_w"":0.3984437644,""inner_precision"":0.4953703704,""inner_recall"":0.4229249012,""inner_f1"":0.4562899787,""params"":""{\""C\"": 0.13101420531685887, \""l1_ratio\"": 0.6191735212009151}""},{""trial"":8,""objective"":0.4025042107,""pr_auc_w"":0.3673307786,""inner_precision"":0.3784032619,""inner_recall"":0.5415019763,""inner_f1"":0.445493961,""params"":""{\""C\"": 0.667924131860421, \""l1_ratio\"": 0.6213617674173304}""},{""trial"":9,""objective"":0.4766727982,""pr_auc_w"":0.464559784,""inner_precision"":0.6139311901,""inner_recall"":0.4097496706,""inner_f1"":0.4914775934,""params"":""{\""C\"": 4.147640435820257, \""l1_ratio\"": 0.6407910280893419}""}]"
ANY,record|engineered|elastic,20360827,0,0.46702812500831237,0.5577280029407284,0.449299382251017,0.5532467532467534,0.4958842604140684,"{""C"": 0.02689969459576022, ""l1_ratio"": 0.7566658751047167}","[{""trial"":0,""objective"":0.4143010829,""pr_auc_w"":0.3716895943,""inner_precision"":0.4400197466,""inner_recall"":0.4961038961,""inner_f1"":0.4663817912,""params"":""{\""C\"": 2.6022919834884117, \""l1_ratio\"": 0.7792761023333981}""},{""trial"":1,""objective"":0.303648614,""pr_auc_w"":0.2778087923,""inner_precision"":0.3558333333,""inner_recall"":0.3168831169,""inner_f1"":0.3352306183,""params"":""{\""C\"": 7.699846716788782, \""l1_ratio\"": 0.5359562778042691}""},{""trial"":2,""objective"":0.3860390512,""pr_auc_w"":0.3712375347,""inner_precision"":0.4675767918,""inner_recall"":0.3558441558,""inner_f1"":0.4041297935,""params"":""{\""C\"": 0.18364604611744567, \""l1_ratio\"": 0.9342006691457124}""},{""trial"":3,""objective"":0.467028125,""pr_auc_w"":0.4640597064,""inner_precision"":0.623698714,""inner_recall"":0.3779220779,""inner_f1"":0.4706561922,""params"":""{\""C\"": 0.02689969459576022, \""l1_ratio\"": 0.7566658751047167}""},{""trial"":4,""objective"":0.4011990815,""pr_auc_w"":0.3654964095,""inner_precision"":0.4057815846,""inner_recall"":0.4922077922,""inner_f1"":0.4448356808,""params"":""{\""C\"": 0.15853109463108378, \""l1_ratio\"": 0.4659989450038099}""},{""trial"":5,""objective"":0.3412639753,""pr_auc_w"":0.3053889634,""inner_precision"":0.3770666667,""inner_recall"":0.3935064935,""inner_f1"":0.385111212,""params"":""{\""C\"": 0.011921238065415417, \""l1_ratio\"": 0.04218146236302345}""},{""trial"":6,""objective"":0.4006313063,""pr_auc_w"":0.3956833033,""inner_precision"":0.3451980326,""inner_recall"":0.4948051948,""inner_f1"":0.4066788655,""params"":""{\""C\"": 0.2899202245232211, \""l1_ratio\"": 0.17220275708035593}""},{""trial"":7,""objective"":0.322956827,""pr_auc_w"":0.258580222,""inner_precision"":0.3542670825,""inner_recall"":0.4636363636,""inner_f1"":0.4016393443,""params"":""{\""C\"": 1.0745352191464854, \""l1_ratio\"": 0.7769602192167767}""},{""trial"":8,""objective"":0.4481967416,""pr_auc_w"":0.442372454,""inner_precision"":0.4425569177,""inner_recall"":0.4688311688,""inner_f1"":0.4553153153,""params"":""{\""C\"": 0.08915804314793191, \""l1_ratio\"": 0.6382522777825405}""},{""trial"":9,""objective"":0.3994337054,""pr_auc_w"":0.3447667435,""inner_precision"":0.4505190311,""inner_recall"":0.4831168831,""inner_f1"":0.4662488809,""params"":""{\""C\"": 0.6020932962455094, \""l1_ratio\"": 0.13448721620028015}""}]"
ANY,record|engineered|elastic,20360827,1,0.41381288574944,0.8540314187255725,0.3884892086330935,0.2765685019206145,0.3231114435302916,"{""C"": 2.694033243747149, ""l1_ratio"": 0.8842889676147043}","[{""trial"":0,""objective"":0.3297814907,""pr_auc_w"":0.2793774124,""inner_precision"":0.4046084749,""inner_recall"":0.3790012804,""inner_f1"":0.3913864753,""params"":""{\""C\"": 0.3438032990966923, \""l1_ratio\"": 0.8204170569978234}""},{""trial"":1,""objective"":0.3218344585,""pr_auc_w"":0.2756915943,""inner_precision"":0.4034833091,""inner_recall"":0.3559539052,""inner_f1"":0.3782312925,""params"":""{\""C\"": 1.943220941710908, \""l1_ratio\"": 0.7697117388911381}""},{""trial"":2,""objective"":0.2551720327,""pr_auc_w"":0.2044789953,""inner_precision"":0.2835110983,""inner_recall"":0.3597951344,""inner_f1"":0.3171301894,""params"":""{\""C\"": 0.30282051534884663, \""l1_ratio\"": 0.3403785042038868}""},{""trial"":3,""objective"":0.411555966,""pr_auc_w"":0.388327741,""inner_precision"":0.4650499287,""inner_recall"":0.4174135723,""inner_f1"":0.4399460189,""params"":""{\""C\"": 1.5033773885806858, \""l1_ratio\"": 0.9835246161720496}""},{""trial"":4,""objective"":0.2582389745,""pr_auc_w"":0.2274527601,""inner_precision"":0.3411371237,""inner_recall"":0.2612035851,""inner_f1"":0.29586657,""params"":""{\""C\"": 0.3312252263409439, \""l1_ratio\"": 0.16986896362022352}""},{""trial"":5,""objective"":0.3996788488,""pr_auc_w"":0.4034081742,""inner_precision"":0.2935062628,""inner_recall"":0.6043533931,""inner_f1"":0.3951207845,""params"":""{\""C\"": 0.026999787566685404, \""l1_ratio\"": 0.7925488445240613}""},{""trial"":6,""objective"":0.3219378102,""pr_auc_w"":0.3000201066,""inner_precision"":0.4610526316,""inner_recall"":0.2804097311,""inner_f1"":0.3487261146,""params"":""{\""C\"": 0.014073806294694303, \""l1_ratio\"": 0.6211174146709971}""},{""trial"":7,""objective"":0.4138128857,""pr_auc_w"":0.3868164654,""inner_precision"":0.5007949126,""inner_recall"":0.4033290653,""inner_f1"":0.4468085106,""params"":""{\""C\"": 2.694033243747149, \""l1_ratio\"": 0.8842889676147043}""},{""trial"":8,""objective"":0.2736442115,""pr_auc_w"":0.2517757244,""inner_precision"":0.2218826406,""inner_recall"":0.4647887324,""inner_f1"":0.3003723624,""params"":""{\""C\"": 5.788734016969861, \""l1_ratio\"": 0.910723338388621}""},{""trial"":9,""objective"":0.3300532389,""pr_auc_w"":0.2712284833,""inner_precision"":0.3483568075,""inner_recall"":0.4750320102,""inner_f1"":0.4019501625,""params"":""{\""C\"": 0.061040651161671074, \""l1_ratio\"": 0.39123296274215813}""}]"
ANY,record|engineered|elastic,20360827,2,0.5197968476209983,0.5310871548013427,0.5733655274888558,0.5719844357976652,0.572674148965773,"{""C"": 0.01598524569666394, ""l1_ratio"": 0.8567489441797702}","[{""trial"":0,""objective"":0.4348631251,""pr_auc_w"":0.3863051142,""inner_precision"":0.4022333372,""inner_recall"":0.6407263294,""inner_f1"":0.4942118051,""params"":""{\""C\"": 0.09707820093228779, \""l1_ratio\"": 0.09438080719125919}""},{""trial"":1,""objective"":0.3737876467,""pr_auc_w"":0.3634624603,""inner_precision"":0.3302233903,""inner_recall"":0.4656290532,""inner_f1"":0.3864073191,""params"":""{\""C\"": 0.9406978078630067, \""l1_ratio\"": 0.04281113515073054}""},{""trial"":2,""objective"":0.5058122406,""pr_auc_w"":0.5087120401,""inner_precision"":0.4525862069,""inner_recall"":0.5642023346,""inner_f1"":0.5022680412,""params"":""{\""C\"": 0.012029245108983852, \""l1_ratio\"": 0.6786869456374142}""},{""trial"":3,""objective"":0.5113958203,""pr_auc_w"":0.4760864053,""inner_precision"":0.521995094,""inner_recall"":0.5914396887,""inner_f1"":0.5545517721,""params"":""{\""C\"": 0.12653053381660267, \""l1_ratio\"": 0.845438483026685}""},{""trial"":4,""objective"":0.344348848,""pr_auc_w"":0.3044666423,""inner_precision"":0.3269151987,""inner_recall"":0.4928664073,""inner_f1"":0.3930937662,""params"":""{\""C\"": 16.095894536341923, \""l1_ratio\"": 0.6277112638528527}""},{""trial"":5,""objective"":0.3444041452,""pr_auc_w"":0.3344919961,""inner_precision"":0.4125669752,""inner_recall"":0.3138780804,""inner_f1"":0.356518994,""params"":""{\""C\"": 12.181442461916372, \""l1_ratio\"": 0.17665093283838829}""},{""trial"":6,""objective"":0.5197968476,""pr_auc_w"":0.5203745978,""inner_precision"":0.6417462483,""inner_recall"":0.4357976654,""inner_f1"":0.5190907085,""params"":""{\""C\"": 0.01598524569666394, \""l1_ratio\"": 0.8567489441797702}""},{""trial"":7,""objective"":0.4546810739,""pr_auc_w"":0.4174733751,""inner_precision"":0.5754580521,""inner_recall"":0.4422827497,""inner_f1"":0.5001571503,""params"":""{\""C\"": 1.2387167746660632, \""l1_ratio\"": 0.8642355301857578}""},{""trial"":8,""objective"":0.3802736323,""pr_auc_w"":0.3651741589,""inner_precision"":0.6353322528,""inner_recall"":0.2905317769,""inner_f1"":0.3987285442,""params"":""{\""C\"": 1.852878347131478, \""l1_ratio\"": 0.8912329996174857}""},{""trial"":9,""objective"":0.4821372066,""pr_auc_w"":0.4762403081,""inner_precision"":0.433557431,""inner_recall"":0.5616083009,""inner_f1"":0.489344527,""params"":""{\""C\"": 0.007821666541244662, \""l1_ratio\"": 0.40731026982804686}""}]"
ANY,record|engineered|elastic,20360827,3,0.4893460230683261,0.545208783979481,0.33786430134777073,0.5868347338935569,0.4288325169968562,"{""C"": 0.03392266344324995, ""l1_ratio"": 0.14840189748511634}","[{""trial"":0,""objective"":0.4393454519,""pr_auc_w"":0.4314447589,""inner_precision"":0.4936435596,""inner_recall"":0.4117647059,""inner_f1"":0.4490018545,""params"":""{\""C\"": 0.016978167500476045, \""l1_ratio\"": 0.49729588928739643}""},{""trial"":1,""objective"":0.41749208,""pr_auc_w"":0.4156009213,""inner_precision"":0.5794293765,""inner_recall"":0.3291316527,""inner_f1"":0.4198034962,""params"":""{\""C\"": 15.273754624172529, \""l1_ratio\"": 0.9984377692080616}""},{""trial"":2,""objective"":0.4893460231,""pr_auc_w"":0.4763318701,""inner_precision"":0.5260991986,""inner_recall"":0.4859943978,""inner_f1"":0.5052522101,""params"":""{\""C\"": 0.03392266344324995, \""l1_ratio\"": 0.14840189748511634}""},{""trial"":3,""objective"":0.3864553329,""pr_auc_w"":0.3449756804,""inner_precision"":0.3909133933,""inner_recall"":0.4957983193,""inner_f1"":0.4371526859,""params"":""{\""C\"": 5.572567911472359, \""l1_ratio\"": 0.05551188346992342}""},{""trial"":4,""objective"":0.3710420839,""pr_auc_w"":0.3406586857,""inner_precision"":0.3587566338,""inner_recall"":0.4733893557,""inner_f1"":0.4081773484,""params"":""{\""C\"": 0.012120759459844577, \""l1_ratio\"": 0.3471018388265885}""},{""trial"":5,""objective"":0.3650404166,""pr_auc_w"":0.3561594037,""inner_precision"":0.3736654804,""inner_recall"":0.3781512605,""inner_f1"":0.3758949881,""params"":""{\""C\"": 4.300121885787124, \""l1_ratio\"": 0.223446695856366}""},{""trial"":6,""objective"":0.4084652818,""pr_auc_w"":0.3772056988,""inner_precision"":0.4568081991,""inner_recall"":0.4369747899,""inner_f1"":0.4466714388,""params"":""{\""C\"": 0.10343462168233435, \""l1_ratio\"": 0.709048804823521}""},{""trial"":7,""objective"":0.4194627906,""pr_auc_w"":0.3920423159,""inner_precision"":0.4913430042,""inner_recall"":0.4201680672,""inner_f1"":0.4529767041,""params"":""{\""C\"": 0.23003122758735942, \""l1_ratio\"": 0.9045738783206694}""},{""trial"":8,""objective"":0.3368498773,""pr_auc_w"":0.306661768,""inner_precision"":0.2855934891,""inner_recall"":0.5406162465,""inner_f1"":0.3737464555,""params"":""{\""C\"": 0.7514265364272877, \""l1_ratio\"": 0.4244913407777805}""},{""trial"":9,""objective"":0.4664943327,""pr_auc_w"":0.454503301,""inner_precision"":0.4589538685,""inner_recall"":0.5056022409,""inner_f1"":0.4811500381,""params"":""{\""C\"": 0.01763284735729232, \""l1_ratio\"": 0.40466400788394796}""}]"
ANY,record|engineered|elastic,20460830,0,0.47894248829577435,0.5178186308014776,0.35975353591933906,0.5055096418732781,0.4203550683138345,"{""C"": 0.012942771962753835, ""l1_ratio"": 0.7415947316406017}","[{""trial"":0,""objective"":0.4484583497,""pr_auc_w"":0.4127425085,""inner_precision"":0.499594485,""inner_recall"":0.4848484848,""inner_f1"":0.4921110445,""params"":""{\""C\"": 0.026034090471810895, \""l1_ratio\"": 0.5872328852557418}""},{""trial"":1,""objective"":0.3646553444,""pr_auc_w"":0.3058921658,""inner_precision"":0.3897911833,""inner_recall"":0.4958677686,""inner_f1"":0.436477007,""params"":""{\""C\"": 0.24309757255885947, \""l1_ratio\"": 0.4149894533655556}""},{""trial"":2,""objective"":0.4678498314,""pr_auc_w"":0.4171143072,""inner_precision"":0.7054973822,""inner_recall"":0.4242424242,""inner_f1"":0.5298599164,""params"":""{\""C\"": 0.47868156840116177, \""l1_ratio\"": 0.3448680135955151}""},{""trial"":3,""objective"":0.2216220611,""pr_auc_w"":0.1879665307,""inner_precision"":0.1964337913,""inner_recall"":0.3966942149,""inner_f1"":0.2627565982,""params"":""{\""C\"": 4.8728429273962, \""l1_ratio\"": 0.551559215949898}""},{""trial"":4,""objective"":0.3290441628,""pr_auc_w"":0.287855086,""inner_precision"":0.355789111,""inner_recall"":0.4063360882,""inner_f1"":0.3793863678,""params"":""{\""C\"": 0.5800739992722238, \""l1_ratio\"": 0.19876977370591942}""},{""trial"":5,""objective"":0.3162462071,""pr_auc_w"":0.2733881036,""inner_precision"":0.4304862024,""inner_recall"":0.3223140496,""inner_f1"":0.3686283335,""params"":""{\""C\"": 0.8584502327188087, \""l1_ratio\"": 0.4166535997563674}""},{""trial"":6,""objective"":0.4789424883,""pr_auc_w"":0.4772466911,""inner_precision"":0.4772419136,""inner_recall"":0.4848484848,""inner_f1"":0.4810151293,""params"":""{\""C\"": 0.012942771962753835, \""l1_ratio\"": 0.7415947316406017}""},{""trial"":7,""objective"":0.3383512723,""pr_auc_w"":0.2815906862,""inner_precision"":0.4241071429,""inner_recall"":0.3925619835,""inner_f1"":0.4077253219,""params"":""{\""C\"": 2.3140059208795445, \""l1_ratio\"": 0.7870317106966648}""},{""trial"":8,""objective"":0.3786583402,""pr_auc_w"":0.3224955318,""inner_precision"":0.4429012346,""inner_recall"":0.4517906336,""inner_f1"":0.4473017728,""params"":""{\""C\"": 0.6857208437869221, \""l1_ratio\"": 0.8384343755570638}""},{""trial"":9,""objective"":0.3160975005,""pr_auc_w"":0.2695358904,""inner_precision"":0.3362831858,""inner_recall"":0.4187327824,""inner_f1"":0.373006135,""params"":""{\""C\"": 0.32439804230415903, \""l1_ratio\"": 0.7494998506461631}""}]"
ANY,record|engineered|elastic,20460830,1,0.5490522165093858,0.7389192563134936,0.4675862068965518,0.44025974025974046,0.4535117056856188,"{""C"": 0.21016216618398326, ""l1_ratio"": 0.8307536075200264}","[{""trial"":0,""objective"":0.4259723484,""pr_auc_w"":0.4066596651,""inner_precision"":0.4459656809,""inner_recall"":0.4532467532,""inner_f1"":0.4495767391,""params"":""{\""C\"": 0.01523607514570802, \""l1_ratio\"": 0.999285735248399}""},{""trial"":1,""objective"":0.4929251289,""pr_auc_w"":0.5099214082,""inner_precision"":0.4604938272,""inner_recall"":0.4844155844,""inner_f1"":0.4721518987,""params"":""{\""C\"": 0.032862434338509494, \""l1_ratio\"": 0.8112618102577643}""},{""trial"":2,""objective"":0.4303851249,""pr_auc_w"":0.4027239152,""inner_precision"":0.6915167095,""inner_recall"":0.3493506494,""inner_f1"":0.4641932701,""params"":""{\""C\"": 6.827156998008812, \""l1_ratio\"": 0.9478807941358663}""},{""trial"":3,""objective"":0.5490522165,""pr_auc_w"":0.5206285204,""inner_precision"":0.7405189621,""inner_recall"":0.4818181818,""inner_f1"":0.5837922895,""params"":""{\""C\"": 0.21016216618398326, \""l1_ratio\"": 0.8307536075200264}""},{""trial"":4,""objective"":0.4887129492,""pr_auc_w"":0.459260662,""inner_precision"":0.4948216341,""inner_recall"":0.5584415584,""inner_f1"":0.5247101891,""params"":""{\""C\"": 0.01328062375678657, \""l1_ratio\"": 0.25591831945056254}""},{""trial"":5,""objective"":0.5080699482,""pr_auc_w"":0.4819807029,""inner_precision"":0.4621072089,""inner_recall"":0.6493506494,""inner_f1"":0.5399568035,""params"":""{\""C\"": 0.06967717520447377, \""l1_ratio\"": 0.40674959718207304}""},{""trial"":6,""objective"":0.1559637052,""pr_auc_w"":0.1139876006,""inner_precision"":0.1156156156,""inner_recall"":1.0,""inner_f1"":0.2072678331,""params"":""{\""C\"": 0.005277688112174579, \""l1_ratio\"": 0.6911171916133964}""},{""trial"":7,""objective"":0.5015108636,""pr_auc_w"":0.4778552499,""inner_precision"":0.5404312668,""inner_recall"":0.5207792208,""inner_f1"":0.5304232804,""params"":""{\""C\"": 0.10204214245188539, \""l1_ratio\"": 0.5458357390274002}""},{""trial"":8,""objective"":0.4193265858,""pr_auc_w"":0.4109648629,""inner_precision"":0.3273063089,""inner_recall"":0.6246753247,""inner_f1"":0.4295464694,""params"":""{\""C\"": 0.012318470326128326, \""l1_ratio\"": 0.5040156304750765}""},{""trial"":9,""objective"":0.5151853706,""pr_auc_w"":0.4699526567,""inner_precision"":0.5009823183,""inner_recall"":0.6623376623,""inner_f1"":0.5704697987,""params"":""{\""C\"": 0.061915048935352955, \""l1_ratio\"": 0.53313305061659}""}]"
